filename,caracter,SSEMean,SSESD
car1.png,7,12.000000
car1.png,3,15.000000
car1.png,9,17.000000
car1.png,G,15.000000
car1.png,R,18.000000
car1.png,H,17.000000
car1.png,M,17.000000
car1.png,X,13.000000

car10.png,7,12.000000
car10.png,1,8.000000
car10.png,5,17.000000
car10.png,9,17.000000
car10.png,4,12.000000
car10.png,Q,17.000000
car10.png,M,17.000000

car11.png,A,16.000000
car11.png,M,17.000000
car11.png,0,16.000000
car11.png,Q,17.000000
car11.png,9,17.000000
car11.png,L,11.000000
car11.png,D,18.000000

car12.png,J,12.000000
car12.png,K,14.000000
car12.png,5,17.000000
car12.png,I,11.000000
car12.png,S,13.000000
car12.png,A,16.000000
car12.png,A,16.000000

car13.png,T,11.000000
car13.png,R,18.000000
car13.png,K,14.000000
car13.png,0,16.000000
car13.png,L,11.000000
car13.png,4,12.000000
car13.png,4,12.000000

car14.png,7,12.000000
car14.png,E,18.000000
car14.png,P,15.000000
car14.png,5,17.000000
car14.png,E,18.000000
car14.png,Y,10.000000
car14.png,6,17.000000

car15.png,2,14.000000
car15.png,R,18.000000
car15.png,L,11.000000
car15.png,V,13.000000
car15.png,V,13.000000
car15.png,J,12.000000
car15.png,0,16.000000

car16.png,1,8.000000
car16.png,X,13.000000
car16.png,6,17.000000
car16.png,T,11.000000
car16.png,D,18.000000
car16.png,4,12.000000
car16.png,L,11.000000

car17.png,X,13.000000
car17.png,8,17.000000
car17.png,T,11.000000
car17.png,1,8.000000
car17.png,G,15.000000
car17.png,L,11.000000
car17.png,2,14.000000

car18.png,G,15.000000
car18.png,4,12.000000
car18.png,A,16.000000
car18.png,H,17.000000
car18.png,9,17.000000
car18.png,3,15.000000
car18.png,T,11.000000

car19.png,Y,10.000000
car19.png,8,17.000000
car19.png,S,13.000000
car19.png,P,15.000000
car19.png,4,12.000000
car19.png,G,15.000000
car19.png,6,17.000000

car2.png,J,12.000000
car2.png,6,17.000000
car2.png,P,15.000000
car2.png,Z,15.000000
car2.png,J,12.000000
car2.png,2,14.000000
car2.png,F,14.000000

car20.png,6,17.000000
car20.png,0,16.000000
car20.png,N,19.000000
car20.png,F,14.000000
car20.png,B,20.000000
car20.png,8,17.000000
car20.png,N,19.000000

car21.png,I,11.000000
car21.png,B,20.000000
car21.png,U,15.000000
car21.png,A,16.000000
car21.png,Z,15.000000
car21.png,9,17.000000
car21.png,O,12.000000
car21.png,P,15.000000

car22.png,A,16.000000
car22.png,Q,17.000000
car22.png,8,17.000000
car22.png,3,15.000000
car22.png,I,11.000000
car22.png,S,13.000000
car22.png,W,17.000000
car22.png,L,11.000000

car23.png,J,12.000000
car23.png,T,11.000000
car23.png,Q,17.000000
car23.png,I,11.000000
car23.png,U,15.000000
car23.png,I,11.000000
car23.png,C,13.000000

car3.png,X,13.000000
car3.png,I,11.000000
car3.png,3,15.000000
car3.png,U,15.000000
car3.png,R,18.000000
car3.png,O,12.000000
car3.png,Y,10.000000

car4.png,J,12.000000
car4.png,9,17.000000
car4.png,J,12.000000
car4.png,K,14.000000
car4.png,N,19.000000
car4.png,F,14.000000
car4.png,4,12.000000
car4.png,Y,10.000000

car5.png,3,15.000000
car5.png,S,13.000000
car5.png,4,12.000000
car5.png,Y,10.000000
car5.png,C,13.000000
car5.png,T,11.000000
car5.png,6,17.000000
car5.png,I,11.000000

car6.png,L,11.000000
car6.png,K,14.000000
car6.png,U,15.000000
car6.png,0,16.000000
car6.png,8,17.000000
car6.png,S,13.000000
car6.png,1,8.000000
car6.png,S,13.000000

car7.png,N,19.000000
car7.png,6,17.000000
car7.png,6,17.000000
car7.png,6,17.000000
car7.png,D,18.000000
car7.png,U,15.000000
car7.png,W,17.000000

car8.png,N,19.000000
car8.png,G,15.000000
car8.png,N,19.000000
car8.png,A,16.000000
car8.png,B,20.000000
car8.png,R,18.000000
car8.png,P,15.000000
car8.png,F,14.000000

car9.png,0,16.000000
car9.png,R,18.000000
car9.png,7,12.000000
car9.png,Y,10.000000
car9.png,K,14.000000
car9.png,R,18.000000
car9.png,1,8.000000
car9.png,A,16.000000

